observation,prediction,fold,y_pred
0.0128500001640835,,5.0,0.0044909315
0.0126791667523018,,2.0,0.00037993124
0.0125395834426551,,3.0,0.00043674072
0.0125020834287473,,1.0,0.0028927082
0.0124333333903148,,2.0,0.00038905218
0.0123791667865589,,4.0,0.00032581735
0.0122645834538465,,4.0,0.00023232172
0.0123833334849526,,4.0,0.00039598532
0.0123250001342967,,1.0,0.0018641594
0.0125833332616215,,4.0,0.00020517469
0.0122208333923481,,3.0,0.00019949808
0.0121729168167803,,1.0,0.0019578973
0.0122000000458987,,2.0,0.00031865752
0.0122958333910598,,1.0,0.0023471364
0.0121645834296942,,4.0,0.00023496235
0.0122812501407073,,3.0,0.00037172477
0.0122854167129844,,1.0,0.0014641546
0.0125625000800937,,5.0,0.0033282214
0.012304166778146,,2.0,0.0003145735
0.0122583334741648,,4.0,0.0004796928
0.0121666668079949,,4.0,0.00037280112
0.0123000001185574,,1.0,0.0014580347
0.0127104167768266,,3.0,0.0006181838
0.0126895834206759,,1.0,0.0031265914
0.0125291667451772,,2.0,0.00024031478
0.0124729168504321,,5.0,0.0032606546
0.0123958334637185,,4.0,0.0004669776
0.0126083333549711,,3.0,0.0006164752
0.0127458333348235,,2.0,0.0002771222
0.0128041666660768,,1.0,0.0032939622
0.0130739131658945,,3.0,0.0072951214
0.0129062502625554,,5.0,0.0054030833
0.0130187503333824,,2.0,0.0009664568
0.0128645836666692,,3.0,0.0019276004
0.0938658533027259,,5.0,0.103209734
0.063762500261267,,1.0,0.012457993
0.0519895838418355,,3.0,0.0009496871
0.0455145831219852,,5.0,0.009416125
0.034558333378906,,5.0,0.00600324
0.0611416664129744,,4.0,0.04786276
0.0566041672136635,,3.0,0.0054402966
0.0425229167255263,,4.0,0.017639834
0.03117291656478,,4.0,0.0028696707
0.027179166674614,,1.0,0.003927113
0.023672916732418,,1.0,0.047587484
0.0189374999026768,,3.0,0.011881174
0.064891110940112,,5.0,0.030459363
0.125449999546011,,1.0,0.10457201
0.0733895835777124,,3.0,0.03701661
0.0689249997182439,,3.0,0.06255709
0.0595625002558033,,3.0,0.061041508
0.0495270834459613,,2.0,0.0027141825
0.106420833462228,,2.0,0.087755315
0.0658166663100322,,1.0,0.018421324
0.0978145835300287,,3.0,0.08283081
0.0699624998960644,,1.0,0.043759886
0.0569937504672756,,5.0,0.063845016
0.0338416669983417,,3.0,0.06993187
0.0270916667456428,,1.0,0.023950184
0.0960937491618097,,4.0,0.08269483
0.0929645838526388,,5.0,0.07141503
0.0843333333420257,,4.0,0.07353769
0.107233333867043,,1.0,0.09104682
0.0707416665585091,,2.0,0.047904138
0.0526458338523904,,3.0,0.027992608
0.0966937495395541,,3.0,0.08298788
0.0723187501231829,,2.0,0.07086576
0.0542250003976127,,1.0,0.03259131
0.11291458333532,,3.0,0.098934345
0.071839583106339,,3.0,0.043532122
0.0570791673380882,,5.0,0.06694469
0.0648644444015291,,1.0,0.06976136
0.0476145836679886,,1.0,0.029633837
0.044533333585908,,4.0,0.020509671
0.0351854166171203,,2.0,0.0501839
0.0464708335542431,,2.0,0.067423075
0.0355916668583329,,3.0,0.05626452
0.0254916668636724,,3.0,0.026338454
0.0230166667606682,,1.0,0.0710096
0.024877083216173,,3.0,0.04229169
0.0216020834632218,,2.0,0.0066774273
0.0188562499048809,,4.0,0.0116759725
0.0174187499214895,,2.0,0.007910494
0.0748812494954715,,5.0,0.044621233
0.0456958333185563,,2.0,0.00405423
0.0372750001649062,,5.0,0.03658657
0.0308625000761822,,1.0,0.007895073
0.0244875001953915,,3.0,0.0060157557
0.0266062502438823,,2.0,0.00085657986
