fold,observation,prediction
3.0,0.0118958334205672,0.009976476430892944
4.0,0.0115791667873661,0.00828571617603302
3.0,0.0110500000882894,0.009939536452293396
5.0,0.0111833333115404,0.003429010510444641
1.0,0.0115375000750646,0.009009391069412231
2.0,0.0115916667273268,0.008671656250953674
2.0,0.0108583333203569,0.009592264890670776
1.0,0.0105625000627091,0.002923130989074707
3.0,0.0103458332984398,0.007501468062400818
1.0,0.0111666666731859,0.005592286586761475
2.0,0.0102500000502914,0.005629099905490875
5.0,0.0093125001682589,0.009209014475345612
3.0,0.008970833538721,0.00761491060256958
3.0,0.0090333334325502,0.009571820497512817
3.0,0.0080541666053856,0.007892504334449768
2.0,0.0075416666222736,0.007804714143276215
1.0,0.0067076923039097,0.00310400128364563
2.0,0.0079583332990296,0.009601764380931854
4.0,0.0082958333271866,0.007965326309204102
3.0,0.0080125000094994,0.007638886570930481
4.0,0.0084541666437871,0.009502768516540527
5.0,0.0084500000036011,0.00500788539648056
5.0,0.0074708332928518,0.0011171773076057434
3.0,0.0072541667420106,0.00925348699092865
5.0,0.0071875000527749,0.004272952675819397
4.0,0.0069291667508271,0.008671000599861145
2.0,0.0077124999758477,0.010838031768798828
2.0,0.0078708333506559,0.008375890552997589
2.0,0.008466666797176,0.03628344088792801
2.0,0.0082666666712611,0.015302881598472595
3.0,0.0078875000278155,0.006753668189048767
5.0,0.0080791666987352,0.01366455852985382
5.0,0.0125826088225712,0.01646456867456436
1.0,0.0378625000206133,0.03382489085197449
1.0,0.0297833332636704,0.018509969115257263
4.0,0.0249291668490817,0.011858552694320679
2.0,0.0212041665799916,0.016970723867416382
2.0,0.0176083335342507,0.0096321702003479
5.0,0.0162458332876364,0.037977434694767
1.0,0.0162708332451681,0.04618096351623535
4.0,0.119133333365122,0.06928636133670807
3.0,0.104270832613111,0.1038745567202568
2.0,0.0963250001271566,0.13831570744514465
4.0,0.0583041668869555,0.09482607245445251
4.0,0.0417041668357948,0.05191501975059509
1.0,0.0304583333587895,0.055862583220005035
2.0,0.0814291664088766,0.060067132115364075
3.0,0.0469416667086383,0.04794025421142578
4.0,0.0331458340709408,0.061753466725349426
5.0,0.0303249997086823,0.08542907238006592
3.0,0.166154166062673,0.14542639255523682
1.0,0.156158334265153,0.15157899260520935
